D,k,gamma,phi_c,theta_p,theta_i,app,api,bip,bii,diameter,roughness,living_agents,velocity,steps_taken,model_id
0.0003831524178478867,0.03484264321625233,0.0018992538115009665,0.022237974368035793,0.4137272275984287,0.24057613834738734,-0.6713647858705372,-0.029760102741420272,0.0156889620795846,0.9176668313797562,20.20910478481952,4.259348282023235,505,0.020972166262707655,1000,1719852687_83641_0
0.0003831524178478867,0.03484264321625233,0.0018992538115009665,0.022237974368035793,0.4137272275984287,0.24057613834738734,-0.6713647858705372,-0.041313917152583604,0.03604683861136437,0.9176668313797562,19.762747917339237,4.200757274374296,490,0.020487730523157777,1000,1719852737_83641_1
0.0003831524178478867,0.03484264321625233,0.0018992538115009665,0.022237974368035793,0.4137272275984287,0.24057613834738734,-0.6713647858705372,-0.041313917152583604,0.0156889620795846,0.5971112879458814,20.645626020321398,5.665883764756474,544,0.021401909744081526,1000,1719852785_83641_2
0.0008742650116048753,0.014181192517280578,0.0007509253002703191,0.02653942931443453,0.37481363825500014,0.3843263164162636,-0.7629140531178563,-0.029760102741420272,0.03604683861136437,0.5971112879458814,9.449228093627635,2.8609515622664667,408,0.00901083733272523,1000,1719852833_83641_3
0.0005780842927005142,0.015319327749311924,0.0032779339068103584,0.031604563146829606,0.2758396200835705,0.4916076704859734,-0.1980562614742667,-0.024174050465226176,0.03099234569817781,0.29970693285577,39.400487772953525,8.46252103396236,4521,0.06039368820221247,682,1719852892_83641_4
9.514766939915716e-05,0.015319327749311924,0.0032779339068103584,0.031604563146829606,0.2758396200835705,0.4916076704859734,-0.1980562614742667,-0.024174050465226176,0.03099234569817781,0.29970693285577,40.205161619586384,11.231779782180237,3194,0.05805353660806989,745,1719852950_83641_5
0.0005780842927005142,0.03173771869391203,0.0032779339068103584,0.031604563146829606,0.2758396200835705,0.4916076704859734,-0.1980562614742667,-0.024174050465226176,0.03099234569817781,0.29970693285577,40.643499998128235,12.99475178977028,2159,0.04933510466534317,849,1719853006_83641_6
0.0005780842927005142,0.015319327749311924,0.003180905123520643,0.031604563146829606,0.2758396200835705,0.4916076704859734,-0.1980562614742667,-0.024174050465226176,0.03099234569817781,0.29970693285577,39.46822704703525,9.56918269318922,4426,0.05891070583699179,702,1719853066_83641_7
0.0005780842927005142,0.015319327749311924,0.0032779339068103584,0.035122074261307715,0.2758396200835705,0.4916076704859734,-0.1980562614742667,-0.024174050465226176,0.03099234569817781,0.29970693285577,39.7453843643225,10.201707853503382,4386,0.06166010567144209,686,1719853121_83641_8
0.0005780842927005142,0.015319327749311924,0.0032779339068103584,0.031604563146829606,0.18903388753533365,0.4916076704859734,-0.1980562614742667,-0.024174050465226176,0.03099234569817781,0.29970693285577,38.88207015091363,10.568739934190656,4592,0.06694363068030437,630,1719853175_83641_9
0.0005780842927005142,0.015319327749311924,0.0032779339068103584,0.031604563146829606,0.2758396200835705,0.12319159731268883,-0.1980562614742667,-0.024174050465226176,0.03099234569817781,0.29970693285577,38.37105798400464,10.946400861325957,4738,0.07153995198743357,570,1719853226_83641_10
0.0005780842927005142,0.015319327749311924,0.0032779339068103584,0.031604563146829606,0.2758396200835705,0.4916076704859734,-0.3893216128926724,-0.024174050465226176,0.03099234569817781,0.29970693285577,39.586366821797455,8.052620603268734,4538,0.05955297551724281,695,1719853285_83641_11
0.0005780842927005142,0.015319327749311924,0.0032779339068103584,0.031604563146829606,0.2758396200835705,0.4916076704859734,-0.1980562614742667,-0.03252941727638245,0.03099234569817781,0.29970693285577,39.07112172712785,7.417226180950355,4342,0.05881426521892578,686,1719853340_83641_12
0.0005780842927005142,0.015319327749311924,0.0032779339068103584,0.031604563146829606,0.2758396200835705,0.4916076704859734,-0.1980562614742667,-0.024174050465226176,0.0292251955345273,0.29970693285577,38.85279772233213,8.113432647253424,4483,0.05990079700493944,676,1719853396_83641_13
0.0005780842927005142,0.015319327749311924,0.0032779339068103584,0.031604563146829606,0.2758396200835705,0.4916076704859734,-0.1980562614742667,-0.024174050465226176,0.03099234569817781,0.12972058886662124,39.28911081204536,11.912452370581228,4974,0.0731497408817704,585,1719853451_83641_14
9.514766939915716e-05,0.03173771869391203,0.003180905123520643,0.035122074261307715,0.18903388753533365,0.12319159731268883,-0.3893216128926724,-0.03252941727638245,0.0292251955345273,0.12972058886662124,42.93276352809693,3.788260500825833,1917,0.06778489114608055,648,1719853493_83641_15
