theta_p,theta_i,app,api,bip,bii,diameter,roughness,living_agents,velocity,steps_taken,model_id
0.4917665757238865,0.4508176818490028,-0.5944428819697349,-0.0479902671650052,0.0460232911258935,0.2822128825355321,5.6488031356916615,1.5137176438742317,110,0.0059886499113129,1000,1719947877_51426_0
0.4917665757238865,0.1686081178486347,-0.7582435123156755,-0.0479902671650052,0.0460232911258935,0.2822128825355321,6.7800826041157185,1.5980771291070228,154,0.0072518832492957,1000,1719947917_51426_1
0.4917665757238865,0.1686081178486347,-0.5944428819697349,-0.010109714642167,0.0460232911258935,0.2822128825355321,6.880550203948869,1.5096864596860993,154,0.0075715372121628,1000,1719947956_51426_2
0.4917665757238865,0.1686081178486347,-0.5944428819697349,-0.0479902671650052,0.0294183814153075,0.2822128825355321,6.686385788423461,1.6159790980041615,155,0.0071466709587281,1000,1719947994_51426_3
0.4917665757238865,0.1686081178486347,-0.5944428819697349,-0.0479902671650052,0.0460232911258935,0.4091066267807036,6.605147441569892,1.6977428443028413,148,0.0068159449476702,1000,1719948033_51426_4
0.1031064517796039,0.4508176818490028,-0.7582435123156755,-0.010109714642167,0.0294183814153075,0.4091066267807036,9.772580996633618,1.708109194411463,226,0.0103947399844768,1000,1719948073_51426_5
0.157405411824584,0.3434317383915186,-0.4465841905213892,-0.0103947534784674,0.0262429406493902,0.8541093054227531,7.26114027535007,1.651758667262054,149,0.0074560732686473,1000,1719948111_51426_6
0.3878335703164339,0.3434317383915186,-0.4465841905213892,-0.0103947534784674,0.0262429406493902,0.8541093054227531,4.890229009788193,1.570418772871207,91,0.0051634753650428,1000,1719948148_51426_7
0.157405411824584,0.2924007032066583,-0.4465841905213892,-0.0103947534784674,0.0262429406493902,0.8541093054227531,7.559888705919543,1.6808124670567473,157,0.0076643360702651,1000,1719948187_51426_8
0.157405411824584,0.3434317383915186,-0.1713272091932595,-0.0103947534784674,0.0262429406493902,0.8541093054227531,7.424540003021405,1.5651152315694508,161,0.0075456523953447,1000,1719948224_51426_9
0.157405411824584,0.3434317383915186,-0.4465841905213892,-0.0495094981417059,0.0262429406493902,0.8541093054227531,7.0441603459611235,1.5587447691228742,154,0.007137619696092,1000,1719948261_51426_10
0.157405411824584,0.3434317383915186,-0.4465841905213892,-0.0103947534784674,0.0419134839996695,0.8541093054227531,7.465672923747792,1.6129984501956949,151,0.0074776858710864,1000,1719948299_51426_11
0.157405411824584,0.3434317383915186,-0.4465841905213892,-0.0103947534784674,0.0262429406493902,0.8535687068477272,7.26114027535007,1.651758667262054,149,0.0074560732686473,1000,1719948337_51426_12
0.3878335703164339,0.2924007032066583,-0.1713272091932595,-0.0495094981417059,0.0419134839996695,0.8535687068477272,5.135626993477555,1.5414619169125698,94,0.0052411763824371,1000,1719948377_51426_13
0.2136521801352501,0.2130567263811826,-0.7604391593020409,-0.0379633210599422,0.0184762744233012,0.6711622721981257,7.405694218452687,1.4464956739866586,155,0.0077615762802784,1000,1719948414_51426_14
0.2410830080509186,0.2130567263811826,-0.7604391593020409,-0.0379633210599422,0.0184762744233012,0.6711622721981257,6.8519051081665046,1.5513623560073804,153,0.0071601828521208,1000,1719948452_51426_15
0.2136521801352501,0.1197266452014446,-0.7604391593020409,-0.0379633210599422,0.0184762744233012,0.6711622721981257,8.234119025987841,1.5633600974549355,183,0.0089296189504168,1000,1719948490_51426_16
0.2136521801352501,0.2130567263811826,-0.3127071963623166,-0.0379633210599422,0.0184762744233012,0.6711622721981257,7.556437398189791,1.537922845091033,159,0.0077656889535809,1000,1719948529_51426_17
0.2136521801352501,0.2130567263811826,-0.7604391593020409,-0.0341037244349718,0.0184762744233012,0.6711622721981257,7.394861805092631,1.4692404698029398,151,0.007742590977331,1000,1719948567_51426_18
0.2136521801352501,0.2130567263811826,-0.7604391593020409,-0.0379633210599422,0.0316484055295586,0.6711622721981257,7.405694218452687,1.4464956739866586,155,0.0077615762802784,1000,1719948606_51426_19
0.2136521801352501,0.2130567263811826,-0.7604391593020409,-0.0379633210599422,0.0184762744233012,0.6872817197814584,7.025723168418299,1.5923688293278069,155,0.0072785075823023,1000,1719948645_51426_20
0.2410830080509186,0.1197266452014446,-0.3127071963623166,-0.0341037244349718,0.0316484055295586,0.6872817197814584,8.593501483028453,1.5758986506662935,169,0.0090860353415528,1000,1719948684_51426_21
0.3355133447796106,0.4882334917783737,-0.0763558880425989,-0.0205191648751497,0.0386373313888907,0.1149265745654702,8.647279428842698,1.5773445871502991,178,0.0093165494044664,1000,1719948722_51426_22
0.4554770167917014,0.4882334917783737,-0.0763558880425989,-0.0205191648751497,0.0386373313888907,0.1149265745654702,6.809147710036707,1.3928881302148608,159,0.0074547202055261,1000,1719948758_51426_23
0.3355133447796106,0.3359807264059782,-0.0763558880425989,-0.0205191648751497,0.0386373313888907,0.1149265745654702,8.744620027640002,1.5952089703294756,185,0.0093757991226264,1000,1719948796_51426_24
0.3355133447796106,0.4882334917783737,-0.6762692969758064,-0.0205191648751497,0.0386373313888907,0.1149265745654702,8.456447172237562,1.725593901685561,181,0.00904883177,1000,1719948833_51426_25
0.3355133447796106,0.4882334917783737,-0.0763558880425989,-0.025964412651956,0.0386373313888907,0.1149265745654702,8.635912269532248,1.5953209399239343,180,0.0091265814023473,1000,1719948872_51426_26
0.3355133447796106,0.4882334917783737,-0.0763558880425989,-0.0205191648751497,0.0192118102684617,0.1149265745654702,8.647279428842698,1.5773445871502991,178,0.0093165494044664,1000,1719948910_51426_27
0.3355133447796106,0.4882334917783737,-0.0763558880425989,-0.0205191648751497,0.0386373313888907,0.1819764819461852,8.049517579706606,1.6375118207966168,172,0.0086866065870225,1000,1719948947_51426_28
0.4554770167917014,0.3359807264059782,-0.6762692969758064,-0.025964412651956,0.0192118102684617,0.1819764819461852,6.492963651939839,1.5750444216704904,140,0.0068181834801612,1000,1719948984_51426_29
0.3577945236116647,0.2870762802660465,-0.2485839403234422,-0.0281192179769277,0.0330365634337067,0.3635242339223623,6.551111381711905,1.5330842019123687,150,0.0067935913602312,1000,1719949020_51426_30
0.2643883232027292,0.2870762802660465,-0.2485839403234422,-0.0281192179769277,0.0330365634337067,0.3635242339223623,7.731360096792517,1.6167149208917615,162,0.0080421856549205,1000,1719949057_51426_31
0.3577945236116647,0.1912347536534071,-0.2485839403234422,-0.0281192179769277,0.0330365634337067,0.3635242339223623,7.467411054326185,1.7305226090659396,152,0.0077885164887051,1000,1719949094_51426_32
0.3577945236116647,0.2870762802660465,-0.4541969782672822,-0.0281192179769277,0.0330365634337067,0.3635242339223623,6.58996131435466,1.5055029199695316,147,0.0069243448604169,1000,1719949131_51426_33
0.3577945236116647,0.2870762802660465,-0.2485839403234422,-0.0430366325005888,0.0330365634337067,0.3635242339223623,6.582692212795711,1.837042839720034,143,0.0068695180592139,1000,1719949168_51426_34
0.3577945236116647,0.2870762802660465,-0.2485839403234422,-0.0281192179769277,0.0362269515916705,0.3635242339223623,6.551111381711905,1.5330842019123687,150,0.0067935913602312,1000,1719949204_51426_35
0.3577945236116647,0.2870762802660465,-0.2485839403234422,-0.0281192179769277,0.0330365634337067,0.0727892136201262,8.760258836649049,1.5512225422446868,186,0.0094683966454464,1000,1719949242_51426_36
0.2643883232027292,0.1912347536534071,-0.4541969782672822,-0.0430366325005888,0.0362269515916705,0.0727892136201262,9.577361058589933,1.6442896762989403,244,0.0104531718292898,1000,1719949280_51426_37
0.2921587541699409,0.4118746224790811,-0.5734099881257861,-0.0303631728887558,0.0128271375969052,0.7563592040445655,5.786112781061494,1.525213632199626,115,0.0061209825883059,1000,1719949316_51426_38
0.4265576116740703,0.4118746224790811,-0.5734099881257861,-0.0303631728887558,0.0128271375969052,0.7563592040445655,4.932191297454201,1.5811952505193063,84,0.0049021608632985,1000,1719949353_51426_39
0.2921587541699409,0.3527645252645016,-0.5734099881257861,-0.0303631728887558,0.0128271375969052,0.7563592040445655,5.608078863977025,1.7096203302644848,116,0.0060689404899235,1000,1719949390_51426_40
0.2921587541699409,0.4118746224790811,-0.5644724757876247,-0.0303631728887558,0.0128271375969052,0.7563592040445655,5.786112781061494,1.525213632199626,115,0.0061209825883059,1000,1719949427_51426_41
0.2921587541699409,0.4118746224790811,-0.5734099881257861,-0.0173441571742296,0.0128271375969052,0.7563592040445655,5.829163404345151,1.7002146634617497,110,0.0060639040426468,1000,1719949468_51426_42
0.2921587541699409,0.4118746224790811,-0.5734099881257861,-0.0303631728887558,0.0136927102133631,0.7563592040445655,5.786112781061494,1.525213632199626,115,0.0061209825883059,1000,1719949506_51426_43
0.2921587541699409,0.4118746224790811,-0.5734099881257861,-0.0303631728887558,0.0128271375969052,0.5775236756075174,6.144311986116032,1.542555074683159,115,0.0063476836357816,1000,1719949544_51426_44
0.4265576116740703,0.3527645252645016,-0.5644724757876247,-0.0173441571742296,0.0136927102133631,0.5775236756075174,5.463173766793133,1.6446928902862037,94,0.0056386985564369,1000,1719949582_51426_45
0.1359055247157812,0.1313073199242353,-0.1715215123258531,-0.017833778373897,0.0206030732393264,0.5683112190105021,9.62773154549942,1.7301274717040391,236,0.0103032290229821,1000,1719949623_51426_46
0.1789222311228513,0.1313073199242353,-0.1715215123258531,-0.017833778373897,0.0206030732393264,0.5683112190105021,9.39633432203879,1.6348613241761918,218,0.009996521836319,1000,1719949663_51426_47
0.1359055247157812,0.4348029498010873,-0.1715215123258531,-0.017833778373897,0.0206030732393264,0.5683112190105021,8.626697461017212,1.5822355444797924,177,0.0089937301487456,1000,1719949702_51426_48
0.1359055247157812,0.1313073199242353,-0.84034552895464,-0.017833778373897,0.0206030732393264,0.5683112190105021,9.412774637834422,1.6513444788333318,213,0.0099567861403713,1000,1719949742_51426_49
0.1359055247157812,0.1313073199242353,-0.1715215123258531,-0.0215035929903388,0.0206030732393264,0.5683112190105021,9.763945308352069,1.7936520685677213,229,0.0103458856359711,1000,1719949780_51426_50
0.1359055247157812,0.1313073199242353,-0.1715215123258531,-0.017833778373897,0.0226669712737202,0.5683112190105021,9.62773154549942,1.7301274717040391,236,0.0103032290229821,1000,1719949820_51426_51
0.1359055247157812,0.1313073199242353,-0.1715215123258531,-0.017833778373897,0.0206030732393264,0.7295394987333566,9.323026576659144,1.8988941663396344,207,0.0099070163278721,1000,1719949858_51426_52
0.1789222311228513,0.4348029498010873,-0.84034552895464,-0.0215035929903388,0.0226669712737202,0.7295394987333566,6.826740553713135,1.4635478985691517,149,0.0069985613651033,1000,1719949896_51426_53
0.414041293412447,0.3565093517303467,-0.9138185159768908,-0.0405513754859566,0.040413177460432,0.189278337964788,6.598620350167145,1.5294716296236928,144,0.0068846102623745,1000,1719949933_51426_54
0.3176318809390068,0.3565093517303467,-0.9138185159768908,-0.0405513754859566,0.040413177460432,0.189278337964788,7.490990393217769,1.438558472715062,156,0.0079272256038009,1000,1719949971_51426_55
0.414041293412447,0.2216860756278038,-0.9138185159768908,-0.0405513754859566,0.040413177460432,0.189278337964788,7.529128812014896,1.5134921710297236,153,0.0079105678053532,1000,1719950010_51426_56
0.414041293412447,0.3565093517303467,-0.0001717276871204,-0.0405513754859566,0.040413177460432,0.189278337964788,6.902838017120933,1.5934783066192355,152,0.0073007940458889,1000,1719950048_51426_57
0.414041293412447,0.3565093517303467,-0.9138185159768908,-0.0384282723814249,0.040413177460432,0.189278337964788,6.64081808787541,1.595787651943977,149,0.0068912727572709,1000,1719950086_51426_58
0.414041293412447,0.3565093517303467,-0.9138185159768908,-0.0405513754859566,0.0452206777408719,0.189278337964788,6.598620350167145,1.5294716296236928,144,0.0068846102623745,1000,1719950123_51426_59
0.414041293412447,0.3565093517303467,-0.9138185159768908,-0.0405513754859566,0.040413177460432,0.2845030223950743,6.312280709375461,1.5652390567259251,125,0.0065393642569209,1000,1719950160_51426_60
0.3176318809390068,0.2216860756278038,-0.0001717276871204,-0.0384282723814249,0.0452206777408719,0.2845030223950743,7.878528226622168,1.59044998771575,169,0.008395547550185,1000,1719950199_51426_61
0.4296929828822613,0.2493274599313736,-0.2254342958796769,-0.0328514360636472,0.0286881339177489,0.0304306352511048,8.621171755245632,1.653454162811983,179,0.0093782520696434,1000,1719950237_51426_62
0.2875380240380764,0.2493274599313736,-0.2254342958796769,-0.0328514360636472,0.0286881339177489,0.0304306352511048,9.806568141078538,1.6769503633838858,234,0.0108920154588283,1000,1719950276_51426_63
0.4296929828822613,0.1519610602408647,-0.2254342958796769,-0.0328514360636472,0.0286881339177489,0.0304306352511048,9.51480876772686,1.6408268686402894,228,0.0102131536279226,1000,1719950316_51426_64
