,S1,S1_conf
theta_p,0.38258916622913747,0.05279113341980807
theta_i,0.09365773882356321,0.027538745749588645
app,0.0020490745275674655,0.00670545751384845
api,0.0013156758866789489,0.006999552851933411
bip,-0.00028137294202317876,0.0015585694190191595
bii,0.47950471517705995,0.05872378675322283
