,ST,ST_conf
theta_p,0.42020048206375754,0.04061938152792934
theta_i,0.10975316748046604,0.013519439804877867
app,0.006874153047532213,0.0007554319808385301
api,0.006654084231275005,0.0009413959930351953
bip,0.0003478917733600472,7.241054844523852e-05
bii,0.5028888792588587,0.04076031002215542
