D,k,phi_c,theta_p,theta_i,app,api,bip,bii,diameter,roughness,living_agents,velocity,steps_taken,model_id
0.0003076232569292188,0.018334468975663185,0.030596455633640288,0.2872124694287777,0.3724560037255288,-0.6890835103578865,-0.012025538682937625,0.01976943653076887,0.36983824078924954,7.198549580413268,1.8976948044793138,213,0.0076039416757827105,1000,1719867738_92569_0
0.0003076232569292188,0.018334468975663185,0.030596455633640288,0.10807840675115586,0.14489343985915185,-0.6890835103578865,-0.012025538682937625,0.01976943653076887,0.36983824078924954,10.779207869228157,1.728472757305882,362,0.01119142875281176,1000,1719867785_92569_1
0.0003076232569292188,0.018334468975663185,0.030596455633640288,0.10807840675115586,0.3724560037255288,-0.9494465299881995,-0.012025538682937625,0.01976943653076887,0.36983824078924954,9.945138517355465,1.7125069972011742,327,0.010604620178856852,1000,1719867830_92569_2
0.0003076232569292188,0.018334468975663185,0.030596455633640288,0.10807840675115586,0.3724560037255288,-0.6890835103578865,-0.0162359481677413,0.01976943653076887,0.36983824078924954,10.163483591330106,1.7661061644801455,330,0.010657826268937298,1000,1719867875_92569_3
0.0003076232569292188,0.018334468975663185,0.030596455633640288,0.10807840675115586,0.3724560037255288,-0.6890835103578865,-0.012025538682937625,0.023138516247272492,0.36983824078924954,10.366677556096878,1.7887626759361543,328,0.010737559466628577,1000,1719867922_92569_4
0.0003076232569292188,0.018334468975663185,0.030596455633640288,0.10807840675115586,0.3724560037255288,-0.6890835103578865,-0.012025538682937625,0.01976943653076887,0.3530794779304415,10.322073829530629,1.7680293233596605,344,0.010708316715786991,1000,1719867969_92569_5
0.0003103544007521123,0.03909449629485607,0.0310592782497406,0.2872124694287777,0.14489343985915185,-0.9494465299881995,-0.0162359481677413,0.023138516247272492,0.3530794779304415,7.66027336376028,1.7258859333346952,106,0.008128911741489997,1000,1719868014_92569_6
8.325208180584013e-05,0.039194805771112444,0.02361804772168398,0.3018556356430054,0.4840323820710183,-0.7559764964506029,-0.04766021080315113,0.028946276828646658,0.04508932693861425,6.714785228745495,1.8827731434287454,82,0.007485938922413449,1000,1719868057_92569_7
0.00010387066246941685,0.039194805771112444,0.02361804772168398,0.3018556356430054,0.4840323820710183,-0.7559764964506029,-0.04766021080315113,0.028946276828646658,0.04508932693861425,7.25421671399741,1.7735768185491991,85,0.007860644798108487,1000,1719868102_92569_8
8.325208180584013e-05,0.04880519185215235,0.02361804772168398,0.3018556356430054,0.4840323820710183,-0.7559764964506029,-0.04766021080315113,0.028946276828646658,0.04508932693861425,5.7043226197775505,1.8721348551686037,45,0.006535682063874226,1000,1719868149_92569_9
8.325208180584013e-05,0.039194805771112444,0.04438582509756089,0.3018556356430054,0.4840323820710183,-0.7559764964506029,-0.04766021080315113,0.028946276828646658,0.04508932693861425,2.2786920885169506,1.0750894977971728,9,0.0014093980197589443,1000,1719868194_92569_10
8.325208180584013e-05,0.039194805771112444,0.02361804772168398,0.3507694393396378,0.4840323820710183,-0.7559764964506029,-0.04766021080315113,0.028946276828646658,0.04508932693861425,6.321485090722139,1.7207371263613709,60,0.00710390084024326,1000,1719868238_92569_11
8.325208180584013e-05,0.039194805771112444,0.02361804772168398,0.3018556356430054,0.48304391987621786,-0.7559764964506029,-0.04766021080315113,0.028946276828646658,0.04508932693861425,6.714785228745495,1.8827731434287454,82,0.007485938922413449,1000,1719868283_92569_12
8.325208180584013e-05,0.039194805771112444,0.02361804772168398,0.3018556356430054,0.4840323820710183,-0.60691111930646,-0.04766021080315113,0.028946276828646658,0.04508932693861425,7.031771608692228,1.9260330234065999,85,0.007543049408311742,1000,1719868328_92569_13
