D,k,gamma,phi_c,theta_p,theta_i,app,api,bip,bii,diameter,roughness,living_agents,model_id
0.0003062571590114385,0.031614238619804384,0.0003784497691318393,0.046294697113335136,0.17062475010752678,0.3171788863837719,-0.6113776529673487,-0.023207496851682666,0.022385642156004908,0.5749098626431077,6.0245778156412,5.9522202260866255,89,1719163215_59455_0
0.0003062571590114385,0.031614238619804384,0.0003784497691318393,0.046294697113335136,0.17062475010752678,0.3171788863837719,-0.6113776529673487,-0.03962242547422648,0.04860912591218949,0.5749098626431077,5.771027133721708,5.899884912039272,89,1719163264_59455_1
0.0003062571590114385,0.031614238619804384,0.0003784497691318393,0.046294697113335136,0.17062475010752678,0.3171788863837719,-0.6113776529673487,-0.03962242547422648,0.022385642156004908,0.4174922165460884,6.542142334759193,6.235882493180095,90,1719163312_59455_2
0.0003502198085561395,0.018623552583158016,0.003757453948864714,0.021590458564460277,0.3386899493634701,0.2863322883844376,-0.6469299928750842,-0.023207496851682666,0.04860912591218949,0.4174922165460884,37.34025095954932,38.13737981322652,3743,1719163365_59455_3
0.0009130918238218874,0.01036145281046629,0.004141613551275805,0.02741700988262892,0.4532024364918471,0.26436672471463685,-0.4074965124949813,-0.02425285212695599,0.04278948586434126,0.05982374050654471,30.87938694552979,32.75203826987072,9594,1719163420_59455_4
0.0007660078195948154,0.01036145281046629,0.004141613551275805,0.02741700988262892,0.4532024364918471,0.26436672471463685,-0.4074965124949813,-0.02425285212695599,0.04278948586434126,0.05982374050654471,31.108803625190426,32.98617108707998,9552,1719163477_59455_5
0.0009130918238218874,0.03239251479506493,0.004141613551275805,0.02741700988262892,0.4532024364918471,0.26436672471463685,-0.4074965124949813,-0.02425285212695599,0.04278948586434126,0.05982374050654471,40.64819840631027,35.65338613249266,3329,1719163523_59455_6
0.0009130918238218874,0.01036145281046629,0.00015581686929799616,0.02741700988262892,0.4532024364918471,0.26436672471463685,-0.4074965124949813,-0.02425285212695599,0.04278948586434126,0.05982374050654471,4.5759830334318075,4.603680869806291,196,1719163568_59455_7
0.0009130918238218874,0.01036145281046629,0.004141613551275805,0.03992550246417523,0.4532024364918471,0.26436672471463685,-0.4074965124949813,-0.02425285212695599,0.04278948586434126,0.05982374050654471,30.87938694552979,32.75203826987072,9594,1719163623_59455_8
0.0009130918238218874,0.01036145281046629,0.004141613551275805,0.02741700988262892,0.18064218349754813,0.26436672471463685,-0.4074965124949813,-0.02425285212695599,0.04278948586434126,0.05982374050654471,37.69513873996514,30.429301660758465,11937,1719163684_59455_9
0.0009130918238218874,0.01036145281046629,0.004141613551275805,0.02741700988262892,0.4532024364918471,0.34716479592025284,-0.4074965124949813,-0.02425285212695599,0.04278948586434126,0.05982374050654471,30.412372226709348,32.17449368140819,9378,1719163738_59455_10
0.0009130918238218874,0.01036145281046629,0.004141613551275805,0.02741700988262892,0.4532024364918471,0.26436672471463685,-0.44910675943829115,-0.02425285212695599,0.04278948586434126,0.05982374050654471,30.35905179273233,32.37274709679507,9625,1719163794_59455_11
0.0009130918238218874,0.01036145281046629,0.004141613551275805,0.02741700988262892,0.4532024364918471,0.26436672471463685,-0.4074965124949813,-0.0379350170493126,0.04278948586434126,0.05982374050654471,29.84252715035902,31.90152875297108,8913,1719163847_59455_12
