D,k,gamma,phi_c,theta_p,theta_i,app,api,bip,bii,diameter,roughness,living_agents,model_id
0.00031244847391732037,0.015667390897870063,0.0042445589054375885,0.010085678026080132,0.2455654613673687,0.49218180738389494,-0.4846284938510507,-0.036727721691131594,0.017171319387853146,0.10937438369728625,32.42439493767086,33.83106875546647,7425,1719163220_59453_0
0.00031244847391732037,0.015667390897870063,0.0042445589054375885,0.024392492435872555,0.15894705392420294,0.49218180738389494,-0.4846284938510507,-0.036727721691131594,0.017171319387853146,0.10937438369728625,39.30656789374344,37.197458555087046,6236,1719163272_59453_1
0.00031244847391732037,0.015667390897870063,0.0042445589054375885,0.024392492435872555,0.2455654613673687,0.15746231228113175,-0.4846284938510507,-0.036727721691131594,0.017171319387853146,0.10937438369728625,38.88580890154817,32.42212199475814,6209,1719163322_59453_2
0.00031244847391732037,0.015667390897870063,0.0042445589054375885,0.024392492435872555,0.2455654613673687,0.49218180738389494,-0.20009185513481498,-0.036727721691131594,0.017171319387853146,0.10937438369728625,38.716652638219536,30.6273345544637,5951,1719163370_59453_3
0.00031244847391732037,0.015667390897870063,0.0042445589054375885,0.024392492435872555,0.2455654613673687,0.49218180738389494,-0.4846284938510507,-0.025040574446320536,0.017171319387853146,0.10937438369728625,39.304330388713865,30.675139541917943,6091,1719163418_59453_4
0.00031244847391732037,0.015667390897870063,0.0042445589054375885,0.024392492435872555,0.2455654613673687,0.49218180738389494,-0.4846284938510507,-0.036727721691131594,0.014841451905667782,0.10937438369728625,38.89163509501564,30.95609821214443,5968,1719163468_59453_5
0.00031244847391732037,0.015667390897870063,0.0042445589054375885,0.024392492435872555,0.2455654613673687,0.49218180738389494,-0.4846284938510507,-0.036727721691131594,0.017171319387853146,0.8746479672379791,36.3038196723191,37.277924386106086,3816,1719163520_59453_6
0.0008555182205606252,0.03290437985211611,0.001884417998790741,0.010085678026080132,0.15894705392420294,0.15746231228113175,-0.20009185513481498,-0.025040574446320536,0.014841451905667782,0.8746479672379791,28.314893364434102,26.535707502709364,1665,1719163581_59453_7
2.300619672052562e-05,0.04679577171802521,0.0018136152043938638,0.03580118399113417,0.13103788383305073,0.34746975563466553,-0.18153364807367323,-0.04015328034758568,0.029155604764819147,0.43838922418653964,0.0,0.0,0,1719163625_59453_8
0.0006549411553796381,0.04679577171802521,0.0018136152043938638,0.03580118399113417,0.13103788383305073,0.34746975563466553,-0.18153364807367323,-0.04015328034758568,0.029155604764819147,0.43838922418653964,26.099115359766053,26.008092319808895,626,1719163680_59453_9
2.300619672052562e-05,0.04732502851635218,0.0018136152043938638,0.03580118399113417,0.13103788383305073,0.34746975563466553,-0.18153364807367323,-0.04015328034758568,0.029155604764819147,0.43838922418653964,0.0,0.0,0,1719163724_59453_10
2.300619672052562e-05,0.04679577171802521,0.002698373342538253,0.03580118399113417,0.13103788383305073,0.34746975563466553,-0.18153364807367323,-0.04015328034758568,0.029155604764819147,0.43838922418653964,0.0,0.0,0,1719163769_59453_11
2.300619672052562e-05,0.04679577171802521,0.0018136152043938638,0.03960026808083057,0.13103788383305073,0.34746975563466553,-0.18153364807367323,-0.04015328034758568,0.029155604764819147,0.43838922418653964,0.0,0.0,0,1719163812_59453_12
2.300619672052562e-05,0.04679577171802521,0.0018136152043938638,0.03580118399113417,0.2844036094844341,0.34746975563466553,-0.18153364807367323,-0.04015328034758568,0.029155604764819147,0.43838922418653964,0.0,0.0,0,1719163856_59453_13
2.300619672052562e-05,0.04679577171802521,0.0018136152043938638,0.03580118399113417,0.13103788383305073,0.3431330040097237,-0.18153364807367323,-0.04015328034758568,0.029155604764819147,0.43838922418653964,0.0,0.0,0,1719163900_59453_14
