D,k,gamma,phi_c,theta_p,theta_i,app,api,bip,bii,diameter,roughness,living_agents,model_id
0.0005302338865492493,0.04352353304624558,0.00047629523142240945,0.021232414916157724,0.23502489551901817,0.4122432373464108,-0.1857709705363959,-0.02028761312365532,0.032357212528586386,0.027099272422492503,9.456592384885406,9.567311450413728,208,1719163217_59457_0
0.00027659802405163647,0.04352353304624558,0.00047629523142240945,0.021232414916157724,0.23502489551901817,0.4122432373464108,-0.1857709705363959,-0.02028761312365532,0.032357212528586386,0.027099272422492503,8.752653571282409,8.637418423671509,153,1719163267_59457_1
0.0005302338865492493,0.013445116728544235,0.00047629523142240945,0.021232414916157724,0.23502489551901817,0.4122432373464108,-0.1857709705363959,-0.02028761312365532,0.032357212528586386,0.027099272422492503,12.648231034232454,14.055536303938636,831,1719163323_59457_2
0.0005302338865492493,0.04352353304624558,0.002149652534211055,0.021232414916157724,0.23502489551901817,0.4122432373464108,-0.1857709705363959,-0.02028761312365532,0.032357212528586386,0.027099272422492503,40.47545738337959,42.850496619174606,2156,1719163392_59457_3
0.0005302338865492493,0.04352353304624558,0.00047629523142240945,0.0118300973251462,0.23502489551901817,0.4122432373464108,-0.1857709705363959,-0.02028761312365532,0.032357212528586386,0.027099272422492503,9.384595297839065,10.050834089144498,259,1719163439_59457_4
0.0005302338865492493,0.04352353304624558,0.00047629523142240945,0.021232414916157724,0.2302640050649643,0.4122432373464108,-0.1857709705363959,-0.02028761312365532,0.032357212528586386,0.027099272422492503,9.513266642864696,9.81133929740809,218,1719163488_59457_5
0.0005302338865492493,0.04352353304624558,0.00047629523142240945,0.021232414916157724,0.23502489551901817,0.3628885243088007,-0.1857709705363959,-0.02028761312365532,0.032357212528586386,0.027099272422492503,9.37503530975523,9.542475719986673,218,1719163534_59457_6
0.0005302338865492493,0.04352353304624558,0.00047629523142240945,0.021232414916157724,0.23502489551901817,0.4122432373464108,-0.5459197152871638,-0.02028761312365532,0.032357212528586386,0.027099272422492503,9.24819992789155,9.377564284576104,206,1719163581_59457_7
0.0005302338865492493,0.04352353304624558,0.00047629523142240945,0.021232414916157724,0.23502489551901817,0.4122432373464108,-0.1857709705363959,-0.03699930138885975,0.032357212528586386,0.027099272422492503,8.940902401951279,9.16730423987772,189,1719163627_59457_8
0.0005302338865492493,0.04352353304624558,0.00047629523142240945,0.021232414916157724,0.23502489551901817,0.4122432373464108,-0.1857709705363959,-0.02028761312365532,0.036952608972787855,0.027099272422492503,9.466590474716721,9.681545687438202,220,1719163676_59457_9
0.0005302338865492493,0.04352353304624558,0.00047629523142240945,0.021232414916157724,0.23502489551901817,0.4122432373464108,-0.1857709705363959,-0.02028761312365532,0.032357212528586386,0.5745969924144446,6.113519678561544,6.577800244358862,129,1719163721_59457_10
0.00027659802405163647,0.013445116728544235,0.002149652534211055,0.0118300973251462,0.2302640050649643,0.3628885243088007,-0.5459197152871638,-0.03699930138885975,0.036952608972787855,0.5745969924144446,31.73421535227916,32.33708262592479,2942,1719163792_59457_11
