D,k,gamma,phi_c,theta_p,theta_i,app,api,bip,bii,diameter,roughness,living_agents,model_id
0.0002787559445202351,0.04136608071625233,0.004450829357141629,0.025648557431995872,0.11820278503000736,0.18574221022427084,-0.11447416408918798,-0.023821851797401906,0.03543846931308508,0.5429127820301801,41.023635875834934,41.477846835206044,1910,1719163210_59458_0
0.0002787559445202351,0.04136608071625233,0.004450829357141629,0.025648557431995872,0.11820278503000736,0.18574221022427084,-0.11447416408918798,-0.025822910219430926,0.033161820843815804,0.5429127820301801,41.33758856961538,42.12638861192005,1937,1719163255_59458_1
0.0002787559445202351,0.04136608071625233,0.004450829357141629,0.025648557431995872,0.11820278503000736,0.18574221022427084,-0.11447416408918798,-0.025822910219430926,0.03543846931308508,0.5323003054130823,41.48585189999551,41.86378065302117,1971,1719163300_59458_2
7.261808698065579e-05,0.041540619879961015,0.004698874604888261,0.04314078345894814,0.22454386167228224,0.26111771911382675,-0.4806132585275918,-0.023821851797401906,0.033161820843815804,0.5323003054130823,41.92610367598188,41.563847525715744,1108,1719163344_59458_3
0.0008777362735383213,0.020114057697355747,0.0006880075667053462,0.045483180396258836,0.40718916505575187,0.43310123234987263,-0.8009578981436789,-0.030609739385545256,0.019424158707261087,0.09182039643637835,11.19661516378133,12.128319956518395,399,1719163393_59458_4
0.0005232311379536987,0.020114057697355747,0.0006880075667053462,0.045483180396258836,0.40718916505575187,0.43310123234987263,-0.8009578981436789,-0.030609739385545256,0.019424158707261087,0.09182039643637835,10.59366864203041,11.115554667022044,289,1719163441_59458_5
0.0008777362735383213,0.02775579389184713,0.0006880075667053462,0.045483180396258836,0.40718916505575187,0.43310123234987263,-0.8009578981436789,-0.030609739385545256,0.019424158707261087,0.09182039643637835,10.456532447268103,10.681179698225316,274,1719163489_59458_6
0.0008777362735383213,0.020114057697355747,0.0014936198184266687,0.045483180396258836,0.40718916505575187,0.43310123234987263,-0.8009578981436789,-0.030609739385545256,0.019424158707261087,0.09182039643637835,24.831671545670282,25.486227023292255,1205,1719163548_59458_7
0.0008777362735383213,0.020114057697355747,0.0006880075667053462,0.015264825262129307,0.40718916505575187,0.43310123234987263,-0.8009578981436789,-0.030609739385545256,0.019424158707261087,0.09182039643637835,10.695106179246757,10.574060365061413,654,1719163599_59458_8
0.0008777362735383213,0.020114057697355747,0.0006880075667053462,0.045483180396258836,0.4576894849538803,0.43310123234987263,-0.8009578981436789,-0.030609739385545256,0.019424158707261087,0.09182039643637835,10.757652815880197,11.297173949810569,381,1719163649_59458_9
0.0008777362735383213,0.020114057697355747,0.0006880075667053462,0.045483180396258836,0.40718916505575187,0.32257277332246304,-0.8009578981436789,-0.030609739385545256,0.019424158707261087,0.09182039643637835,11.585885924895885,12.17260947680143,408,1719163699_59458_10
0.0008777362735383213,0.020114057697355747,0.0006880075667053462,0.045483180396258836,0.40718916505575187,0.43310123234987263,-0.32218695203773673,-0.030609739385545256,0.019424158707261087,0.09182039643637835,11.454844020325782,12.27017951274761,402,1719163748_59458_11
0.0008777362735383213,0.020114057697355747,0.0006880075667053462,0.045483180396258836,0.40718916505575187,0.43310123234987263,-0.8009578981436789,-0.039723000861704355,0.019424158707261087,0.09182039643637835,11.271089825166214,12.099376064270464,395,1719163797_59458_12
0.0008777362735383213,0.020114057697355747,0.0006880075667053462,0.045483180396258836,0.40718916505575187,0.43310123234987263,-0.8009578981436789,-0.030609739385545256,0.024660604670643807,0.09182039643637835,11.19661516378133,12.128319956518395,399,1719163846_59458_13
