D,k,gamma,phi_c,theta_p,theta_i,app,api,bip,bii,diameter,roughness,living_agents,model_id
0.000289883537972346,0.046051255092024804,0.002556288981949911,0.011118351221084595,0.40942815840244295,0.41429063901305196,-0.33543279119767244,-0.012333528064191343,0.04849233716726303,0.5272875894792378,27.394625696353298,23.62801062078336,754,1719163223_59449_0
0.000289883537972346,0.046051255092024804,0.002556288981949911,0.011118351221084595,0.40942815840244295,0.41429063901305196,-0.33543279119767244,-0.034389998093247415,0.03655401188880205,0.5272875894792378,27.352289954042796,23.873662264989694,754,1719163281_59449_1
0.000289883537972346,0.046051255092024804,0.002556288981949911,0.011118351221084595,0.40942815840244295,0.41429063901305196,-0.33543279119767244,-0.034389998093247415,0.04849233716726303,0.8168050008825958,25.55573512308262,24.674078586098663,728,1719163335_59449_2
0.0005880486035533249,0.01069360300898552,0.004559292757464573,0.03904031626880169,0.2719179097563028,0.34400644786655904,-0.12609823760576544,-0.012333528064191343,0.03655401188880205,0.8168050008825958,33.64572860415282,34.99513480813339,5863,1719163384_59449_3
0.0009275319617521018,0.027303812094032764,0.0013450184375979007,0.03001553229987621,0.11439940817654133,0.1670543309301138,-0.5470827674493193,-0.029176130481064322,0.026371578164398668,0.018172840774059295,40.8619267077642,42.187106407579954,3397,1719163467_59449_4
1.7708637109026313e-05,0.027303812094032764,0.0013450184375979007,0.03001553229987621,0.11439940817654133,0.1670543309301138,-0.5470827674493193,-0.029176130481064322,0.026371578164398668,0.018172840774059295,18.078574464926522,17.872569764865936,436,1719163516_59449_5
0.0009275319617521018,0.039384363554418086,0.0013450184375979007,0.03001553229987621,0.11439940817654133,0.1670543309301138,-0.5470827674493193,-0.029176130481064322,0.026371578164398668,0.018172840774059295,36.567948008211694,36.95788287685893,2019,1719163584_59449_6
0.0009275319617521018,0.027303812094032764,0.0016730855129193515,0.03001553229987621,0.11439940817654133,0.1670543309301138,-0.5470827674493193,-0.029176130481064322,0.026371578164398668,0.018172840774059295,41.64381338665114,42.99434400606539,3710,1719163657_59449_7
0.0009275319617521018,0.027303812094032764,0.0013450184375979007,0.021945554427802563,0.11439940817654133,0.1670543309301138,-0.5470827674493193,-0.029176130481064322,0.026371578164398668,0.018172840774059295,41.14552609009341,42.586018589793476,3789,1719163745_59449_8
0.0009275319617521018,0.027303812094032764,0.0013450184375979007,0.03001553229987621,0.4083594210445881,0.1670543309301138,-0.5470827674493193,-0.029176130481064322,0.026371578164398668,0.018172840774059295,24.201376480098155,25.14892626491289,1140,1719163804_59449_9
0.0009275319617521018,0.027303812094032764,0.0013450184375979007,0.03001553229987621,0.11439940817654133,0.2832386128604412,-0.5470827674493193,-0.029176130481064322,0.026371578164398668,0.018172840774059295,40.2856038479032,41.62430064118659,3378,1719163885_59449_10
0.0009275319617521018,0.027303812094032764,0.0013450184375979007,0.03001553229987621,0.11439940817654133,0.1670543309301138,-0.9153833563905209,-0.029176130481064322,0.026371578164398668,0.018172840774059295,40.06788204359689,41.44218834912361,3354,1719163968_59449_11
0.0009275319617521018,0.027303812094032764,0.0013450184375979007,0.03001553229987621,0.11439940817654133,0.1670543309301138,-0.5470827674493193,-0.046348157934844494,0.026371578164398668,0.018172840774059295,38.573278931134354,39.88480913859775,2959,1719164047_59449_12
0.0009275319617521018,0.027303812094032764,0.0013450184375979007,0.03001553229987621,0.11439940817654133,0.1670543309301138,-0.5470827674493193,-0.029176130481064322,0.025018108673393727,0.018172840774059295,41.09247693641385,42.37450793163651,3415,1719164130_59449_13
0.0009275319617521018,0.027303812094032764,0.0013450184375979007,0.03001553229987621,0.11439940817654133,0.1670543309301138,-0.5470827674493193,-0.029176130481064322,0.026371578164398668,0.1461280441377312,31.07536965852946,32.23482963611351,1829,1719164197_59449_14
1.7708637109026313e-05,0.039384363554418086,0.0016730855129193515,0.021945554427802563,0.4083594210445881,0.2832386128604412,-0.9153833563905209,-0.046348157934844494,0.025018108673393727,0.1461280441377312,17.03471814380693,16.94351621397917,181,1719164245_59449_15
0.0008299520151037723,0.04172640819102526,0.0007798788878601046,0.037734366767108445,0.16787173524498938,0.2894718464463949,-0.3634294375777244,-0.03709169402718544,0.04188997525721789,0.720510880369693,10.447802064827085,10.73660321009786,207,1719164291_59449_16
0.0006670776898320764,0.04172640819102526,0.0007798788878601046,0.037734366767108445,0.16787173524498938,0.2894718464463949,-0.3634294375777244,-0.03709169402718544,0.04188997525721789,0.720510880369693,10.612372168563212,10.514125052747874,179,1719164338_59449_17
0.0008299520151037723,0.0339494513347745,0.0007798788878601046,0.037734366767108445,0.16787173524498938,0.2894718464463949,-0.3634294375777244,-0.03709169402718544,0.04188997525721789,0.720510880369693,11.016710088711028,11.23256558884603,264,1719164386_59449_18
0.0008299520151037723,0.04172640819102526,0.004322943023126573,0.037734366767108445,0.16787173524498938,0.2894718464463949,-0.3634294375777244,-0.03709169402718544,0.04188997525721789,0.720510880369693,40.663135809560416,31.557316490055012,1913,1719164431_59449_19
0.0008299520151037723,0.04172640819102526,0.0007798788878601046,0.01816044557839632,0.16787173524498938,0.2894718464463949,-0.3634294375777244,-0.03709169402718544,0.04188997525721789,0.720510880369693,10.208631332360355,10.14115269268337,277,1719164479_59449_20
0.0008299520151037723,0.04172640819102526,0.0007798788878601046,0.037734366767108445,0.491426769271493,0.2894718464463949,-0.3634294375777244,-0.03709169402718544,0.04188997525721789,0.720510880369693,7.7232088021147485,7.162629736781576,135,1719164525_59449_21
0.0008299520151037723,0.04172640819102526,0.0007798788878601046,0.037734366767108445,0.16787173524498938,0.22000005282461643,-0.3634294375777244,-0.03709169402718544,0.04188997525721789,0.720510880369693,10.744233319103547,10.880199428051526,213,1719164572_59449_22
0.0008299520151037723,0.04172640819102526,0.0007798788878601046,0.037734366767108445,0.16787173524498938,0.2894718464463949,-0.7939962849486619,-0.03709169402718544,0.04188997525721789,0.720510880369693,10.356855492191364,10.622591239533856,201,1719164620_59449_23
