D,k,phi_c,theta_p,theta_i,app,api,bip,bii,diameter,roughness,living_agents,velocity,steps_taken,model_id
0.00030778696522116666,0.03521951522678137,0.023449715860188007,0.14483215883374215,0.10593439936637879,-0.6401835055556149,-0.02732492305338383,0.04501722436398268,0.1892781866714358,10.2264568580327,2.1994635783413554,216,0.010980437174982316,1000,1719874189_98544_0
0.00030778696522116666,0.04573152117431164,0.022661168947815898,0.14483215883374215,0.10593439936637879,-0.6401835055556149,-0.02732492305338383,0.04501722436398268,0.1892781866714358,9.544559053775515,2.3115279352172458,166,0.010435491525452109,1000,1719874235_98544_1
0.00030778696522116666,0.04573152117431164,0.023449715860188007,0.32608808316290383,0.10593439936637879,-0.6401835055556149,-0.02732492305338383,0.04501722436398268,0.1892781866714358,7.928312675603288,1.6984000386838065,123,0.008438688370356995,1000,1719874279_98544_2
0.00030778696522116666,0.04573152117431164,0.023449715860188007,0.14483215883374215,0.13315342254936696,-0.6401835055556149,-0.02732492305338383,0.04501722436398268,0.1892781866714358,9.535631583009376,2.2431880446588037,143,0.010247541661862036,1000,1719874326_98544_3
0.00030778696522116666,0.04573152117431164,0.023449715860188007,0.14483215883374215,0.10593439936637879,-0.3080651588737965,-0.02732492305338383,0.04501722436398268,0.1892781866714358,10.030276990049646,2.3928048286390586,162,0.010844549248555161,1000,1719874373_98544_4
0.00030778696522116666,0.04573152117431164,0.023449715860188007,0.14483215883374215,0.10593439936637879,-0.6401835055556149,-0.04811255048960448,0.04501722436398268,0.1892781866714358,9.192051127409126,2.2098109788935054,153,0.010364108154040319,1000,1719874419_98544_5
0.00030778696522116666,0.04573152117431164,0.023449715860188007,0.14483215883374215,0.10593439936637879,-0.6401835055556149,-0.02732492305338383,0.010975975096225738,0.1892781866714358,9.883956103914755,2.399308196702815,173,0.01071472259269246,1000,1719874465_98544_6
0.00030778696522116666,0.04573152117431164,0.023449715860188007,0.14483215883374215,0.10593439936637879,-0.6401835055556149,-0.02732492305338383,0.04501722436398268,0.0022167094983160493,11.760152577710201,2.9918859461037366,231,0.012593395384625885,1000,1719874511_98544_7
0.0008265278890542687,0.03521951522678137,0.022661168947815898,0.32608808316290383,0.13315342254936696,-0.3080651588737965,-0.04811255048960448,0.010975975096225738,0.0022167094983160493,9.727245043980929,1.7863217968052174,292,0.01009709403118908,1000,1719874559_98544_8
0.000852838467694819,0.02719431437551975,0.030855602845549585,0.4608492225408555,0.46542118638753893,-0.4645078626461327,-0.041902432553470134,0.014504158794879913,0.8632736321538687,4.654034903425443,1.88224803583969,114,0.0048377960166639585,1000,1719874605_98544_9
0.00011427107360213994,0.02719431437551975,0.030855602845549585,0.4608492225408555,0.46542118638753893,-0.4645078626461327,-0.041902432553470134,0.014504158794879913,0.8632736321538687,4.564963671447067,1.274945829989743,57,0.00448159048599918,1000,1719874649_98544_10
0.000852838467694819,0.016213477514684202,0.030855602845549585,0.4608492225408555,0.46542118638753893,-0.4645078626461327,-0.041902432553470134,0.014504158794879913,0.8632736321538687,5.327457876440148,1.9527709865663556,148,0.005226298057619316,1000,1719874695_98544_11
0.000852838467694819,0.02719431437551975,0.040927259735763076,0.4608492225408555,0.46542118638753893,-0.4645078626461327,-0.041902432553470134,0.014504158794879913,0.8632736321538687,4.654034903425443,1.88224803583969,114,0.0048377960166639585,1000,1719874740_98544_12
0.000852838467694819,0.02719431437551975,0.030855602845549585,0.2858255740255118,0.46542118638753893,-0.4645078626461327,-0.041902432553470134,0.014504158794879913,0.8632736321538687,5.643604431371182,2.2724212944149764,165,0.005450670903634889,1000,1719874785_98544_13
0.000852838467694819,0.02719431437551975,0.030855602845549585,0.4608492225408555,0.4438650932163001,-0.4645078626461327,-0.041902432553470134,0.014504158794879913,0.8632736321538687,4.6456835187377585,1.7994825545809487,115,0.004826315273450052,1000,1719874832_98544_14
0.000852838467694819,0.02719431437551975,0.030855602845549585,0.4608492225408555,0.46542118638753893,-0.8610311461612582,-0.041902432553470134,0.014504158794879913,0.8632736321538687,4.7555266197459725,1.76272198349872,114,0.0048746372734225565,1000,1719874877_98544_15
0.000852838467694819,0.02719431437551975,0.030855602845549585,0.4608492225408555,0.46542118638753893,-0.4645078626461327,-0.015345819778740409,0.014504158794879913,0.8632736321538687,4.687895537659718,1.9508169340154367,117,0.004838127883855503,1000,1719874923_98544_16
0.000852838467694819,0.02719431437551975,0.030855602845549585,0.4608492225408555,0.46542118638753893,-0.4645078626461327,-0.041902432553470134,0.048380059935152535,0.8632736321538687,4.654034903425443,1.88224803583969,114,0.0048377960166639585,1000,1719874968_98544_17
