theta_p,theta_i,app,api,bip,bii,diameter,roughness,living_agents,velocity,steps_taken,model_id
0.11929948441684246,0.17950115203857422,-0.3538021717686206,-0.03914944361895323,0.025436967164278033,0.6265200569294392,8.987331376796737,1.7243715678528633,195,0.009503935165734667,1000,1719916782_26973_0
0.1829354364424944,0.22677674852311613,-0.34521858235821123,-0.01928465895354748,0.02507350258529186,0.6265200569294392,8.057748843096613,1.6044326603331995,177,0.008429386071410964,1000,1719916823_26973_1
0.48274386264383795,0.40839317925274377,-0.5421948791481555,-0.02942751500755549,0.04507025916129351,0.721703900117427,4.886465361587639,1.5302525848214346,84,0.004941048630517609,1000,1719916862_26973_2
0.4675238568335772,0.40839317925274377,-0.5421948791481555,-0.02942751500755549,0.04507025916129351,0.721703900117427,4.789909842717817,1.634210487465263,85,0.004818583390026567,1000,1719916900_26973_3
0.48274386264383795,0.3266036689281464,-0.5421948791481555,-0.02942751500755549,0.04507025916129351,0.721703900117427,4.808844515422121,1.4994314901523358,80,0.004789502431124748,1000,1719916938_26973_4
0.48274386264383795,0.40839317925274377,-0.6150490365456789,-0.02942751500755549,0.04507025916129351,0.721703900117427,4.743281960066386,1.5517489569650553,84,0.004913616340944338,1000,1719916976_26973_5
0.48274386264383795,0.40839317925274377,-0.5421948791481555,-0.04084639292210341,0.04507025916129351,0.721703900117427,4.704508259482353,1.6214050457390892,81,0.004789525367720499,1000,1719917014_26973_6
0.48274386264383795,0.40839317925274377,-0.5421948791481555,-0.02942751500755549,0.03082839373499155,0.721703900117427,4.886465361587639,1.5302525848214346,84,0.004941048630517609,1000,1719917053_26973_7
0.48274386264383795,0.40839317925274377,-0.5421948791481555,-0.02942751500755549,0.04507025916129351,0.21040844619274138,6.395813131013999,1.5419409318061574,120,0.006487913814632096,1000,1719917092_26973_8
0.4675238568335772,0.3266036689281464,-0.6150490365456789,-0.04084639292210341,0.03082839373499155,0.21040844619274138,6.342056636349385,1.7389638814367676,121,0.0064950287372099735,1000,1719917129_26973_9
0.41459800489246845,0.14910419546067716,-0.7221552887000143,-0.020388618335127832,0.04102617930620909,0.5041877754032612,6.772799642872235,1.4938107546690043,160,0.007402451577285585,1000,1719917167_26973_10
0.14827561788260937,0.14910419546067716,-0.7221552887000143,-0.020388618335127832,0.04102617930620909,0.5041877754032612,9.208937759952525,1.713620357623321,209,0.009801667298934724,1000,1719917205_26973_11
0.41459800489246845,0.2637884899973869,-0.7221552887000143,-0.020388618335127832,0.04102617930620909,0.5041877754032612,5.86759755656213,1.833054520108989,113,0.006139978504023258,1000,1719917244_26973_12
0.41459800489246845,0.14910419546067716,-0.39251475906930866,-0.020388618335127832,0.04102617930620909,0.5041877754032612,7.136463538014276,1.7694383576104864,156,0.007650186020825789,1000,1719917283_26973_13
0.41459800489246845,0.14910419546067716,-0.7221552887000143,-0.026846401728689673,0.04102617930620909,0.5041877754032612,7.238482593187331,1.5024017610964087,144,0.0075043301938815254,1000,1719917323_26973_14
0.41459800489246845,0.14910419546067716,-0.7221552887000143,-0.020388618335127832,0.02219625037163496,0.5041877754032612,6.772799642872235,1.4938107546690043,160,0.007402451577285585,1000,1719917362_26973_15
0.41459800489246845,0.14910419546067716,-0.7221552887000143,-0.020388618335127832,0.04102617930620909,0.03671565484255552,9.345236066147676,1.6681109009522321,214,0.01008009718224967,1000,1719917402_26973_16
0.14827561788260937,0.2637884899973869,-0.39251475906930866,-0.026846401728689673,0.02219625037163496,0.03671565484255552,13.187933295411487,1.9326285168222714,440,0.013815373544302734,1000,1719917444_26973_17
0.1780851986259222,0.4637901373207569,-0.05877005574293437,-0.030725591182708744,0.020650470927357674,0.42072235350497067,8.478382972299855,1.6513348652149387,187,0.008979923514564078,1000,1719917483_26973_18
0.4012101572006941,0.4637901373207569,-0.05877005574293437,-0.030725591182708744,0.020650470927357674,0.42072235350497067,6.272907936500292,1.4407866854775275,117,0.006479393616621197,1000,1719917522_26973_19
0.1780851986259222,0.36400603763759143,-0.05877005574293437,-0.030725591182708744,0.020650470927357674,0.42072235350497067,8.529887900783146,1.5325647280331018,176,0.009100990151962085,1000,1719917562_26973_20
0.1780851986259222,0.4637901373207569,-0.5399135806597769,-0.030725591182708744,0.020650470927357674,0.42072235350497067,8.10933800144284,1.6329841236248048,176,0.008673688816197234,1000,1719917600_26973_21
0.1780851986259222,0.4637901373207569,-0.05877005574293437,-0.03340844124555588,0.020650470927357674,0.42072235350497067,8.557032726947684,1.6218706200302668,177,0.009037575949088938,1000,1719917641_26973_22
0.1780851986259222,0.4637901373207569,-0.05877005574293437,-0.030725591182708744,0.036754776388406754,0.42072235350497067,8.524908690074321,1.6891903763490144,176,0.009007986073502082,1000,1719917679_26973_23
0.1780851986259222,0.4637901373207569,-0.05877005574293437,-0.030725591182708744,0.020650470927357674,0.5696781394071877,7.813315465830899,1.55164964250681,169,0.008104813283983693,1000,1719917720_26973_24
0.4012101572006941,0.36400603763759143,-0.5399135806597769,-0.03340844124555588,0.036754776388406754,0.5696781394071877,5.582090868921204,1.4608884536906963,102,0.005908928801974134,1000,1719917761_26973_25
