,S1,S1_conf
theta_p,0.3935396003209927,0.05225575294206033
theta_i,0.09578098844550315,0.028330091323830443
app,-0.00011326059054504374,0.006841156482461408
api,0.0014238865317833364,0.006258021400311348
bip,-0.00020572581348785065,0.001726622755033193
bii,0.4647061572641739,0.0544940771628629
