D,k,gamma,phi_c,theta_p,theta_i,app,api,bip,bii,diameter,roughness,living_agents,velocity,steps_taken,model_id
0.000287810105830431,0.01290466755628586,0.004234862303687259,0.02124704647809267,0.1634852860122919,0.4766520541161299,-0.6811912501696498,-0.03803334761410952,0.035201321355998516,0.2534639613702893,32.765222975177856,9.898589594444887,7063,0.06986321297085796,477,1719880247_4595_0
0.00020415936378762126,0.01290466755628586,0.004234862303687259,0.02124704647809267,0.1634852860122919,0.4766520541161299,-0.6811912501696498,-0.03803334761410952,0.035201321355998516,0.2534639613702893,33.628671721408395,9.055638263998409,7102,0.06918059161678791,483,1719880293_4595_1
0.000287810105830431,0.03638866074383259,0.004234862303687259,0.02124704647809267,0.1634852860122919,0.4766520541161299,-0.6811912501696498,-0.03803334761410952,0.035201321355998516,0.2534639613702893,42.05128807181373,5.896318922019139,2329,0.07114617585663896,626,1719880330_4595_2
0.000287810105830431,0.01290466755628586,0.004482013644929976,0.02124704647809267,0.1634852860122919,0.4766520541161299,-0.6811912501696498,-0.03803334761410952,0.035201321355998516,0.2534639613702893,32.78783998533016,9.61554335145203,7461,0.07368762838762244,459,1719880375_4595_3
0.000287810105830431,0.01290466755628586,0.004234862303687259,0.044697343111038214,0.1634852860122919,0.4766520541161299,-0.6811912501696498,-0.03803334761410952,0.035201321355998516,0.2534639613702893,38.411273216821606,10.692556095598444,5227,0.08875538245985792,488,1719880417_4595_4
0.000287810105830431,0.01290466755628586,0.004234862303687259,0.02124704647809267,0.21473586037755013,0.4766520541161299,-0.6811912501696498,-0.03803334761410952,0.035201321355998516,0.2534639613702893,35.22911111485326,8.53382686239921,6415,0.07190682636602419,509,1719880463_4595_5
0.000287810105830431,0.01290466755628586,0.004234862303687259,0.02124704647809267,0.1634852860122919,0.2821375153958797,-0.6811912501696498,-0.03803334761410952,0.035201321355998516,0.2534639613702893,32.795225054769965,9.82692903357428,7328,0.07257935102505339,468,1719880509_4595_6
0.000287810105830431,0.01290466755628586,0.004234862303687259,0.02124704647809267,0.1634852860122919,0.4766520541161299,-0.15129403970204292,-0.03803334761410952,0.035201321355998516,0.2534639613702893,31.676474501631382,10.498257392338026,7307,0.07212991869017407,462,1719880555_4595_7
0.000287810105830431,0.01290466755628586,0.004234862303687259,0.02124704647809267,0.1634852860122919,0.4766520541161299,-0.6811912501696498,-0.018940594419837,0.035201321355998516,0.2534639613702893,31.632059974772805,10.660023236975984,7580,0.07071381839287993,472,1719880601_4595_8
0.000287810105830431,0.01290466755628586,0.004234862303687259,0.02124704647809267,0.1634852860122919,0.4766520541161299,-0.6811912501696498,-0.03803334761410952,0.016685379706323146,0.2534639613702893,32.474724016855156,10.602986912479386,7326,0.07001041422195564,483,1719880648_4595_9
0.000287810105830431,0.01290466755628586,0.004234862303687259,0.02124704647809267,0.1634852860122919,0.4766520541161299,-0.6811912501696498,-0.03803334761410952,0.035201321355998516,0.14052172121591866,36.50736144250396,10.772257985242515,7778,0.08386867804705145,424,1719880694_4595_10
0.00020415936378762126,0.03638866074383259,0.004482013644929976,0.044697343111038214,0.21473586037755013,0.2821375153958797,-0.15129403970204292,-0.018940594419837,0.016685379706323146,0.14052172121591866,42.16384215126615,2.097893217399178,1916,0.08162690120623767,533,1719880724_4595_11
0.0007756518686562777,0.04582628585398198,0.001922115817014128,0.04817899774760008,0.35455647073686125,0.17256605438888073,-0.13524578670039777,-0.029765385873615744,0.017555033378303053,0.9130391065962612,19.573451866109117,4.539521472703419,323,0.01986192684129658,1000,1719880766_4595_12
0.0007051942607294769,0.04582628585398198,0.001922115817014128,0.04817899774760008,0.35455647073686125,0.17256605438888073,-0.13524578670039777,-0.029765385873615744,0.017555033378303053,0.9130391065962612,19.457261095025018,4.100834636916342,312,0.019754487039387703,1000,1719880808_4595_13
0.0007756518686562777,0.011910692490637302,0.001922115817014128,0.04817899774760008,0.35455647073686125,0.17256605438888073,-0.13524578670039777,-0.029765385873615744,0.017555033378303053,0.9130391065962612,28.563333143714253,5.69430468682929,2528,0.027987980040591776,1000,1719880867_4595_14
0.0007756518686562777,0.04582628585398198,0.00023949762182310226,0.04817899774760008,0.35455647073686125,0.17256605438888073,-0.13524578670039777,-0.029765385873615744,0.017555033378303053,0.9130391065962612,2.630409767040059,1.016361966355062,42,0.0021950857382420632,1000,1719880907_4595_15
