,P_count,P_count_conf,I_count,I_count_conf,N_count,N_count_conf,P_fraction,P_fraction_conf,I_fraction,I_fraction_conf,N_fraction,N_fraction_conf,radius,radius_conf,roughness,roughness_conf,velocity,velocity_conf
14,0.16,0.15039727657108695,7.6,0.79567309870323,0.0,0.0,0.01670359052711994,0.016495741838133772,0.9832964094728801,0.016495741838133772,0.0,0.0,0.01,0.019403010075758845,0.01,0.019403010075758845,0.011842798595318756,0.0005683827432244187
15,0.28,0.19235979621532132,7.62,0.8313542801958741,0.0,0.0,0.04717460317460317,0.03946635827707342,0.9528253968253968,0.03946635827707343,0.0,0.0,0.01,0.019403010075758845,0.01,0.019403010075758845,,
16,0.24,0.18014948459543265,7.78,0.8431007835365832,0.0,0.0,0.02987301587301587,0.02308866879587109,0.9701269841269842,0.023088668795871094,0.0,0.0,0.0,0.0,0.0,0.0,,
17,0.2,0.1998815649328371,7.92,0.8603306080804052,0.0,0.0,0.03257142857142857,0.036119262007964656,0.9674285714285715,0.036119262007964656,0.0,0.0,0.0,0.0,0.0,0.0,,
18,0.04,0.0776120403030354,8.1,0.8189892306984263,0.0,0.0,0.004,0.007761204030303552,0.996,0.00776120403030355,0.0,0.0,0.0,0.0,0.0,0.0,,
19,0.32,0.20323602830207044,7.98,0.8306146081065514,0.0,0.0,0.04147519147519147,0.029088642229831232,0.9585248085248087,0.029088642229831214,0.0,0.0,0.02,0.03880602015151769,0.0,0.0,,
20,0.24,0.18014948459543267,8.18,0.8420065101886092,0.0,0.0,0.030606060606060605,0.02373142803507666,0.9693939393939393,0.02373142803507665,0.0,0.0,0.02,0.03880602015151769,0.0,0.0,,
21,0.24,0.18014948459543262,8.3,0.8189892306984262,0.0,0.0,0.0259023199023199,0.020138092547264248,0.9740976800976802,0.020138092547264248,0.0,0.0,0.04,0.05431711332536001,0.0,0.0,,
22,0.28,0.27181179371028047,8.4,0.8259952542236547,0.0,0.0,0.025779220779220777,0.02312613047493682,0.9742207792207792,0.023126130474936824,0.0,0.0,0.04,0.05431711332536001,0.0,0.0,,
23,0.16,0.1868487645129076,8.6,0.8887254694223634,0.0,0.0,0.025444444444444443,0.033251022575568834,0.9745555555555556,0.033251022575568834,0.0,0.0,0.04,0.05431711332536001,0.0,0.0,,
24,0.28,0.2481703672882805,8.62,0.8126605313413465,0.0,0.0,0.022111111111111113,0.01936751052155308,0.9778888888888889,0.019367510521553083,0.0,0.0,0.04,0.05431711332536001,0.0,0.0,,
25,0.16,0.15039727657108692,8.82,0.8689500349272105,0.0,0.0,0.013763197586726998,0.013483658530321165,0.9862368024132729,0.013483658530321163,0.0,0.0,0.06,0.05970766114997306,0.02,0.027158556662680012,,
26,0.04,0.07761204030303538,8.96,0.9057829921123494,0.0,0.0,0.004,0.007761204030303554,0.996,0.007761204030303551,0.0,0.0,0.08414213562373096,0.07440890917926798,0.02414213562373095,0.02809716114614878,,
27,0.2,0.25404503537758805,8.9,0.9045776915224031,0.0,0.0,0.01707936507936508,0.024106202683178226,0.9829206349206349,0.024106202683178226,0.0,0.0,0.09609475708248731,0.0752588231447227,0.03187260689384285,0.03509667382204162,,
28,0.24,0.18014948459543262,8.98,0.9218086499919602,0.0,0.0,0.02724747474747475,0.023803216786278145,0.9727525252525254,0.023803216786278142,0.0,0.0,0.09609475708248731,0.0752588231447227,0.03187260689384285,0.03509667382204162,,
29,0.24,0.18014948459543265,9.1,0.9045776915224031,0.0,0.0,0.018031836584468164,0.013798230529417494,0.9819681634155318,0.01379823052941749,0.0,0.0,0.09609475708248731,0.0752588231447227,0.03187260689384285,0.03509667382204162,,
30,0.16,0.18684876451290766,9.26,0.9710370934212553,0.0,0.0,0.01396969696969697,0.015527918165091593,0.986030303030303,0.015527918165091593,0.0,0.0,0.09609475708248731,0.0752588231447227,0.03187260689384285,0.03509667382204162,,
31,0.16,0.15039727657108695,9.34,0.9738813792243896,0.0,0.0,0.014511671335200746,0.014892222359262814,0.9854883286647993,0.014892222359262814,0.0,0.0,0.09414213562373096,0.07392981691929987,0.034142135623730946,0.03804047919559242,,
32,0.08,0.10863422665072005,9.46,1.002800054248104,0.0,0.0,0.006190476190476191,0.008432086864406042,0.9938095238095239,0.008432086864406036,0.0,0.0,0.09609475708248731,0.0752588231447227,0.03187260689384285,0.03509667382204162,,
33,0.2,0.19988156493283712,9.44,1.0042547310319228,0.0,0.0,0.015677655677655677,0.015900018215046323,0.9843223443223443,0.015900018215046323,0.0,0.0,0.09609475708248731,0.0752588231447227,0.03187260689384285,0.03509667382204162,,
34,0.24,0.18014948459543265,9.52,1.0404480511779526,0.0,0.0,0.028094567970728967,0.024117201531586335,0.971905432029271,0.024117201531586332,0.0,0.0,0.09942809041582062,0.07689347740549773,0.031300697309663485,0.034523440795794606,,
35,0.12,0.1316559880901739,9.7,1.0404628200949808,0.0,0.0,0.010079365079365079,0.011771373101357297,0.9899206349206348,0.011771373101357294,0.0,0.0,0.09942809041582062,0.07689347740549773,0.031300697309663485,0.034523440795794606,,
36,0.2,0.1998815649328371,9.72,1.0431030875229925,0.0,0.0,0.014811145510835913,0.014428324176978804,0.9851888544891639,0.0144283241769788,0.0,0.0,0.10247546895706428,0.07923285634546207,0.030985713171504024,0.03413244442256511,,
37,0.36,0.26447656380102946,9.74,1.0931248770383004,0.0,0.0,0.035222222222222224,0.026641281702752817,0.9647777777777777,0.026641281702752814,0.0,0.0,0.10247546895706428,0.07923285634546207,0.030985713171504024,0.03413244442256511,,
38,0.2,0.1998815649328371,10.0,1.0989991082798929,0.0,0.0,0.017543859649122806,0.016709951548802036,0.9824561403508772,0.01670995154880204,0.0,0.0,0.11247546895706428,0.08060306706349607,0.040985713171504026,0.03865083021063889,,
39,0.08,0.10863422665071996,10.16,1.102293962969951,0.0,0.0,0.004257703081232493,0.005814923753112976,0.9957422969187675,0.005814923753112976,0.0,0.0,0.10914213562373096,0.07908742665503268,0.04155762275568339,0.03915282987508434,,
40,0.16,0.15039727657108695,10.16,1.129830775293362,0.0,0.0,0.011636363636363636,0.011214431400329239,0.9883636363636364,0.011214431400329242,0.0,0.0,0.13247546895706427,0.08750481707201081,0.040985713171504026,0.03865083021063889,,
41,0.28,0.2220256994133786,10.18,1.1624502067615625,0.0,0.0,0.02526984126984127,0.02146456363289542,0.9747301587301587,0.021464563632895416,0.0,0.0,0.13661760458079525,0.08477791296384371,0.06512784879523498,0.04949280597590416,,
42,0.08,0.10863422665072,10.42,1.1839308574405856,0.0,0.0,0.008444444444444444,0.011483478184325362,0.9915555555555555,0.011483478184325364,0.0,0.0,0.15828427124746192,0.09224705872909841,0.0665685424949238,0.047817434239875,,
43,0.0,0.0,10.5,1.1737111058518617,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13995093791412855,0.08611187252692239,0.06455593921105561,0.04911773436039872,,
44,0.08,0.10863422665072,10.46,1.1684099061545137,0.0,0.0,0.008484848484848484,0.013338138638221413,0.9915151515151515,0.013338138638221414,0.0,0.0,0.19156854249492383,0.10429465515815124,0.07226830087433815,0.04919973788468186,,
45,0.2,0.16631151493507584,10.44,1.1722831930894508,0.0,0.0,0.015780476833108414,0.0135235905620226,0.9842195231668915,0.013523590562022597,0.0,0.0,0.16328427124746192,0.08909961723129695,0.08398402962687625,0.05400427682089744,,
46,0.16,0.18684876451290766,10.56,1.2071563464605566,0.0,0.0,0.018333333333333333,0.024205654068603234,0.9816666666666666,0.02420565406860323,0.0,0.0,0.2068544972870135,0.10115652330370822,0.0994268625602707,0.05712773845967272,,
47,0.2,0.1663115149350759,10.62,1.1862648014671937,0.0,0.0,0.01690685045948204,0.014911678562547916,0.9830931495405179,0.014911678562547916,0.0,0.0,0.1782842712474619,0.09170305816552188,0.09264428366472063,0.05556128282002148,,
48,0.12,0.17212326745678488,10.76,1.2051179182138152,0.0,0.0,0.009333333333333334,0.012807999722395713,0.9906666666666666,0.01280799972239571,0.0,0.0,0.20852116395368017,0.1017883139548698,0.09865902618229444,0.05676186135977036,,
49,0.08,0.10863422665072003,10.84,1.2074109080176474,0.0,0.0,0.005833333333333333,0.008004999826497328,0.9941666666666668,0.008004999826497331,0.0,0.0,0.18828427124746192,0.09633425628684424,0.08264428366472064,0.05326888266762285,,
50,0.24,0.18014948459543262,10.8,1.2133017431785056,0.0,0.0,0.022607353430882843,0.019487598839684678,0.9773926465691172,0.019487598839684678,0.0,0.0,0.1985211639536802,0.09757622466130225,0.10865902618229445,0.058709303343107686,,
51,0.16,0.15039727657108695,10.96,1.2195673777204767,0.0,0.0,0.012196692196692196,0.01203676301411609,0.9878033078033078,0.012036763014116093,0.0,0.0,0.2157597402045262,0.09939127257560362,0.10621450970427222,0.06004461704671503,,
52,0.12,0.1316559880901739,11.06,1.2425967184891484,0.0,0.0,0.009523809523809525,0.01063836244708533,0.9904761904761905,0.01063836244708533,0.0,0.0,0.24551030613157676,0.10916510549872382,0.13236200533085937,0.06427290875218143,,
