,Unnamed: 0,P_count,P_count_conf,I_count,I_count_conf,N_count,N_count_conf,P_fraction,P_fraction_conf,I_fraction,I_fraction_conf,N_fraction,N_fraction_conf,radius,radius_conf,roughness,roughness_conf,velocity,velocity_conf
1386,1386,7.914893617021277,1.546727122046878,465.9148936170213,59.468018651130535,1976.234042553192,305.9517867741514,0.0035920044357269,0.0005809370199593,0.2064749244280092,0.0145907008025766,0.7899330711362639,0.0149252377618634,15.6768808017827,1.4319296150593277,4.14385638989399,0.5784047543997248,,
1387,1387,6.340425531914893,1.3098406560838818,470.17021276595744,59.95920020723065,1976.723404255319,306.01215466573063,0.0024460042361774,0.000481158485099,0.20840745236522,0.01483399933597,0.7891465433986026,0.0149345977687911,15.695877418521135,1.4411341115468972,4.163212684957856,0.5802796315010541,,
1388,1388,6.085106382978723,1.1372221246666878,471.468085106383,60.523878413885285,1978.723404255319,306.071235126312,0.0022275295598738,0.0003991725505232,0.2081861358919091,0.0146851195888608,0.7895863345482168,0.0146429332408436,15.724622066962333,1.4447872615128627,4.197333232931668,0.5917886739062503,,
1389,1389,5.914893617021277,1.1554270983768151,472.3191489361702,60.63664618191629,1981.0,306.58183570263526,0.0026651601165733,0.0004372240893652,0.2080126238808158,0.0145034902047729,0.7893222160026111,0.0147651270782327,15.718789752353164,1.4384829686220522,4.19949622959766,0.5881134332044587,,
1390,1390,6.468085106382978,1.2156024488060406,473.2127659574468,60.6882435978563,1982.787234042553,306.6111661312594,0.0024035968120173,0.0004752072902261,0.2084659103846318,0.0146427665355989,0.7891304928033508,0.0147588927705647,15.702802937152695,1.4373087761493768,4.224642921258385,0.5783123345212925,,
1391,1391,8.595744680851064,1.9944428502043337,472.5744680851064,60.79997866358211,1985.595744680851,306.909146102047,0.0031267468969375,0.0006223376434545,0.207868869941533,0.0147766931976565,0.7890043831615297,0.0148406261902207,15.769537955539557,1.4393621387440176,4.1997525501374575,0.5940312513742412,,
1392,1392,6.212765957446808,1.3040651666213836,475.0851063829787,61.80043793409728,1988.5744680851064,307.02534794718133,0.0026401641810426,0.0004620892843616,0.2079926744471553,0.0146810852132873,0.789367161371802,0.0148748490917664,15.755621269713348,1.4487360897143418,4.215232140561303,0.5931657296426838,,
1393,1393,8.382978723404255,1.6996399747722604,474.6382978723405,61.926674596974514,1991.042553191489,307.2061836295508,0.0033662540619424,0.0006345747487736,0.2076059652997874,0.0148300976591606,0.7890277806382701,0.0149465328955772,15.797778168857644,1.4416774785277675,4.204239768981011,0.5929855820628759,,
1394,1394,7.276595744680851,1.3726299854891155,477.2127659574468,62.350132187396895,1993.212765957447,307.3862440065084,0.0028259784124536,0.0003913655743917,0.2084259008448254,0.0149018609186193,0.788748120742721,0.0149548535710222,15.815524345616858,1.447481309753872,4.225878364152617,0.6023905740602918,,
1395,1395,7.659574468085107,1.7024242747442124,477.1914893617021,62.57844782417096,1996.6808510638296,307.4547395208816,0.0029520806981713,0.000522672446794,0.2079783204619372,0.0147603399832939,0.7890695988398914,0.0149037144503064,15.851272903461878,1.4425407171570896,4.200494848283101,0.6043989013970568,,
1396,1396,7.702127659574468,1.4731124084011915,477.7234042553192,62.76242815965461,1999.957446808511,307.8913919117165,0.002922239359466,0.0005667408140297,0.2078969693975785,0.0147544824208716,0.7891807912429551,0.0149342555924737,15.855967652174996,1.446027352074892,4.237707191380823,0.5996401878470902,,
1397,1397,7.0638297872340425,1.2966669628417171,479.9787234042553,63.60367413626619,2001.872340425532,307.9800670555321,0.0027707365866805,0.000501208345957,0.2079110838009776,0.0147496435082102,0.7893181796123419,0.0146976639053003,15.840748603214546,1.4409649165191805,4.246966534846112,0.6028820620327258,,
1398,1398,6.680851063829787,1.298947821179408,480.0851063829787,63.444653533837226,2005.489361702128,308.3381596324784,0.0028388499733025,0.000413728854353,0.2075897520285188,0.0145799754835428,0.7895713979981787,0.01476432887785,15.834416800689825,1.4521526014755504,4.244785886775655,0.6059008746004801,,
1399,1399,7.446808510638298,1.5045264357286394,481.5744680851064,63.680848805837385,2006.957446808511,308.4193278269202,0.0030158453451393,0.0005078140031013,0.2080053541077864,0.0145774991999934,0.7889788005470743,0.0147873752834362,15.85144843556986,1.4443086294133811,4.23248074906736,0.601783561147884,,
1400,1400,6.382978723404255,1.1595189291503496,482.5957446808511,63.743299108829866,2010.1914893617025,308.8370697897367,0.0023004874324424,0.0003481208157046,0.2084776931473611,0.014734561262823,0.7892218194201965,0.014741544924292,15.86407736517114,1.4441887575201746,4.264774979390317,0.5889377040567761,,
1401,1401,6.76595744680851,1.4945576724293403,483.5531914893617,63.87799027823936,2012.234042553192,309.1655527674171,0.0026799626294279,0.0004826990965165,0.2082891657199497,0.0145675011799464,0.7890308716506225,0.0147671358707001,15.86256199980811,1.4419177477305536,4.223593134380705,0.6063855100108767,,
1402,1402,6.680851063829787,1.3042921381950494,484.1914893617021,64.5541565060978,2015.021276595745,309.728636435926,0.0024859170324074,0.0004837947517098,0.2078102843871961,0.0144634529201156,0.7897037985803965,0.0145208749263944,15.896130526666182,1.445115916156274,4.268452163114666,0.6139269499870503,,
1403,1403,7.659574468085107,1.71463874622919,484.4255319148936,64.58868678935455,2017.6382978723404,309.8384815869229,0.00291069108868,0.0005310019676048,0.2072866078060608,0.0143310441583355,0.7898027011052591,0.0145862762999202,15.886495832869178,1.44001804130232,4.262581186428753,0.6184156200667886,,
1404,1404,6.127659574468085,1.6572249459397934,485.2978723404256,65.33124888590213,2021.36170212766,310.1333118122432,0.0021607970561947,0.0005251750173135,0.2072688814008241,0.0145373358834015,0.7905703215429812,0.0146956570028131,15.898606937707545,1.43795932883466,4.255844214501079,0.6108813129880084,,
1405,1405,7.957446808510638,1.866800248215029,484.8936170212766,65.61944037195623,2023.914893617021,310.5537585723799,0.0030718644378471,0.0005634947268138,0.2065597044498117,0.0145275328137451,0.790368431112341,0.0148089380725,15.890305579079234,1.435323811413596,4.2759298147125016,0.6130975021885414,,
1406,1406,6.170212765957447,1.4341156754364484,487.9148936170213,66.41628662820573,2025.7659574468084,310.9305784200315,0.0026635741239053,0.0006417818581808,0.2073735840862003,0.0146520949324734,0.7899628417898944,0.0149113694072285,15.88122121264398,1.4361791357861948,4.26208332752378,0.6079375454270348,,
1407,1407,8.297872340425531,1.6969383276744092,487.4468085106383,66.52836526926055,2028.255319148936,311.25682231490083,0.0030040782889932,0.000473958384148,0.2072149500229815,0.0148664826360908,0.7897809716880254,0.014979777433262,15.879255816311993,1.435135532736557,4.285644708818382,0.6200434329422566,,
1408,1408,6.382978723404255,1.513451961769668,490.25531914893617,67.28905390589688,2030.5531914893616,311.5581827129059,0.0024052546971828,0.000447316021852,0.2076378483779496,0.0148356182348764,0.7899568969248676,0.0149564316711674,15.934499106182704,1.4394229266648668,4.264336141318246,0.6096075453073161,,
1409,1409,7.574468085106383,1.883297524630953,489.1914893617021,67.18044863736283,2034.212765957447,312.048987459583,0.0030824723625766,0.0006201779216757,0.2068318128955452,0.0147037137651431,0.7900857147418779,0.0151352283559004,15.951051447572606,1.4419047386789672,4.309402766917321,0.6197407489170343,,
1410,1410,7.23404255319149,1.3216519019180066,489.9574468085106,68.25717215959567,2037.404255319149,311.8710821691627,0.0030127710325917,0.0005090349028706,0.2059770295330718,0.0147101685917743,0.7910101994343364,0.0149785646741654,15.984435212418978,1.4425993748127868,4.292732850333357,0.6146498965726613,,
1411,1411,8.51063829787234,1.427495371531384,488.8510638297872,68.26214076289705,2041.489361702128,312.2513851297083,0.0034224306227763,0.0004070014711311,0.2054401472698337,0.0148724730806865,0.7911374221073902,0.0150691352904534,15.986958788155889,1.4471342623464991,4.300778554639503,0.62079420021998,,
1412,1412,7.276595744680851,1.7231631282897064,491.5957446808511,68.4863381314665,2043.617021276596,312.43837166383656,0.0029266728167574,0.0005636671954191,0.2062881312280606,0.0148724114062246,0.7907851959551818,0.0151163047558241,16.013298158658674,1.453550815338877,4.328193872520315,0.619341724120054,,
1413,1413,7.23404255319149,1.911225176819082,493.0212765957447,68.70284703491849,2045.8510638297876,312.542454151363,0.0023754860139192,0.0005137463821338,0.2069073727538278,0.014983300701127,0.7907171412322528,0.0150533660570854,16.008907398010237,1.4456573922784923,4.339902756182942,0.6329111704522453,,
1414,1414,7.404255319148936,1.5865010632235368,493.93617021276594,69.24008604170807,2048.468085106383,312.63893950779175,0.0028562573939901,0.0004720957212006,0.2063616137156835,0.0147070709180542,0.7907821288903258,0.0149670528382629,16.028691688528333,1.4554822235066975,4.345110184126206,0.6238015995581176,,
1415,1415,5.702127659574468,1.2757237643662906,494.8510638297872,69.79050049350768,2052.106382978724,312.9300941758743,0.0019810206703742,0.0003713869888591,0.2066861914063148,0.0149503839278977,0.7913327879233111,0.0149870101591374,16.064841444293478,1.4460281444185406,4.343561493539304,0.6252277945917586,,
1416,1416,6.9361702127659575,1.9123090328820365,487.9148936170213,66.8072466102853,2061.276595744681,313.4624121448998,0.0024280275350902,0.0005795647294114,0.2039567596192439,0.0138453670682522,0.7936152128456658,0.0140895416957406,15.965419341374089,1.449222163529228,4.351667711129263,0.6299823672422251,,
1417,1417,5.702127659574468,1.4054481894527409,484.5744680851064,64.76196076776979,2068.7021276595747,313.83516237482,0.0021318818144357,0.0005109082453493,0.2025216549547845,0.0130133832675354,0.7953464632307796,0.0131423608109967,16.003321929142672,1.4511885493746888,4.365199201272104,0.6373517550280595,,
1418,1418,6.808510638297872,1.536357884777812,482.6595744680851,63.795812848874576,2072.9148936170213,314.1822623821612,0.0023943583038884,0.0004242044607639,0.20179588663491,0.0127269052968704,0.7958097550612017,0.0127475585166118,16.04208393181968,1.45362116714975,4.363149905480559,0.639165516164756,,
1419,1419,7.148936170212766,1.5367431782972931,481.0212765957447,63.48944501685763,2077.7872340425533,314.57144668346825,0.0027864059686666,0.0004800171457964,0.2006233035641198,0.01240351474224,0.7965902904672136,0.0125888134725554,16.096500025545634,1.4580912127942618,4.350074802596796,0.6227286562523489,,
1420,1420,7.914893617021277,1.72530908932983,480.3404255319149,63.573885634705576,2081.659574468085,314.8546390162739,0.0031189452904825,0.0005819236738888,0.1999899814592123,0.0123550952928389,0.7968910732503052,0.0125927684318672,16.064532112533826,1.4500309874597603,4.367451344621307,0.6325431718273181,,
1421,1421,5.702127659574468,1.3395602257073411,482.3617021276596,63.89123697059543,2084.7021276595747,315.23895247924713,0.0019285993617466,0.0004129479173962,0.2009167793227947,0.0126125025773571,0.7971546213154583,0.0125527407900094,16.110568787201785,1.449587112984368,4.373650824346847,0.6287681824158042,,
1422,1422,6.297872340425532,1.9308714623667,481.5957446808511,63.454707827827576,2088.021276595745,315.79460637566893,0.0024071312689208,0.000595455686582,0.2002508689360801,0.0122812655509881,0.797341999794999,0.0125245338563658,16.086054753039594,1.4478194849677382,4.386159784200636,0.6404620951664783,,
1423,1423,7.702127659574468,1.634292383195298,480.468085106383,63.58815173486657,2091.595744680851,316.18037086087367,0.0031797640958523,0.0005141034807038,0.1993916156662157,0.0122442723793452,0.7974286202379317,0.0125477215395931,16.099850956384632,1.444588643300613,4.353589106103731,0.6328464963063802,,
